state_clean,year,month,total_enrolment,total_demo_updates,total_identity_activity,update_to_enrolment_ratio,lifecycle_dominance_index,governance_phase,age_0_5,age_5_17,age_18_greater,child_share,adult_share,saturation_index,future_update_pressure_enrol,mom_growth,enrolment_volatility,enrolment_lifecycle_index,rolling_enrolment_trend,age_shift_momentum_enrol,coverage_inequality_index,z_score,demo_age_5_17,demo_age_17_,youth_update_share,adult_update_share,update_saturation_index,future_update_pressure_demo,mom_update_growth,rolling_update_momentum,demographic_update_volatility,update_lifecycle_index,governance_load_index,age_shift_momentum_demo,update_zscore,is_anomaly,norm_saturation,norm_lifecycle,norm_volatility,governance_risk_score,policy_action,governance_quadrant
Dadra And Nagar Haveli And Daman And Diu,2025,9,460,1980,2440,4.304347826086956,4.304347826086956,Coverage Expansion Phase,401,51,8,0.982608695652174,0.017391304347826,0.2124223602484472,0.982608695652174,-1.498929336188437,123.89108119634764,1.254098360655738,392.0,-0.0147286099990689,13.228228245962724,-0.5797043177701904,394,1586,0.198989898989899,0.8010101010101011,0.9361702127659576,81.19148936170211,2.5294117647058822,1272.0,709.5047568550897,0.602020202020202,0.4251046008892356,1192,0.9132935780534684,False,0.9359214221069202,0.3387420309718417,0.0006503495889446,0.4034709584538662,Stable,Maintenance Mode
Dadra And Nagar Haveli And Daman And Diu,2025,10,145,951,1096,6.558620689655172,6.558620689655172,Coverage Expansion Phase,130,15,0,1.0,0.0,0.0,1.0,-68.4782608695652,183.9193663900932,0.3688524590163934,357.3333333333333,-0.017391304347826,13.228228245962724,-0.5891785338591431,183,768,0.1924290220820189,0.807570977917981,0.4496453900709219,640.6127659574469,-0.5196969696969698,1164.0,601.1308093917662,0.6151419558359621,0.2706982676867611,585,-0.7830585732407896,False,0.4475002617218884,0.3640454473411655,0.0005490939972292,0.9170942796165064,Routine Monitoring,Expansion Phase
Dadra And Nagar Haveli And Daman And Diu,2025,11,244,1674,1918,6.860655737704918,6.860655737704918,Coverage Expansion Phase,216,27,1,0.9959016393442623,0.0040983606557377,0.0500585480093676,0.9959016393442623,68.27586206896552,161.08072510390556,0.6639344262295083,283.0,0.0040983606557377,13.228228245962724,-0.5862009230883294,292,1382,0.1744324970131421,0.8255675029868578,0.7914893617021277,320.063829787234,0.7602523659305993,1535.0,563.4995119784932,0.6511350059737157,0.4082144838634573,1090,0.4088390024499281,False,0.7906766455492723,0.4334528715944431,0.0005139344466565,0.6432901604918274,Stable,Transition Risk
Dadra And Nagar Haveli And Daman And Diu,2025,12,171,2115,2286,12.36842105263158,12.368421052631579,Fully Saturated – Maintenance Phase,147,10,14,0.9181286549707602,0.0818713450292397,1.0,0.9181286549707602,-29.91803278688525,51.325757016661,0.2459016393442623,186.66666666666663,0.077772984373502,13.228228245962724,-0.5883965350708487,326,1789,0.1541371158392435,0.8458628841607565,1.0,0.0,0.2634408602150537,1580.0,606.5957467704501,0.691725768321513,0.5040935076797154,1463,1.1358470672903245,False,1.0,0.5117263230595205,0.0005541999796255,0.5122805230391461,Stable,Maintenance Mode
Delhi,2025,3,368,187125,187493,508.4918478260869,508.49184782608694,Fully Saturated – Maintenance Phase,181,102,85,0.7690217391304348,0.2309782608695652,1.0,0.7690217391304348,,,0.0417823494606526,,,13.228228245962724,-0.5824713904056941,17058,170067,0.0911583166332665,0.9088416833667334,1.0,0.0,,187125.0,,0.817683366733467,,153009,1.563328800570658,False,1.0,0.7546174489141882,,,Stable,Maintenance Mode
Delhi,2025,4,5930,180318,186248,30.407757166947725,30.407757166947725,Coverage Expansion Phase,4078,1495,357,0.9397976391231028,0.0602023608768971,0.2606408094435076,0.9397976391231028,1511.413043478261,,0.6123981612125075,,-0.170775899992668,13.228228245962724,-0.4151838034636148,27259,153059,0.1511718186758948,0.8488281813241052,0.963623246492986,6683.191719438888,-0.036376753507014,183721.5,4813.275859536829,0.6976563626482104,0.4970428845066181,125800,1.4292774242014608,False,0.9634814600814872,0.5231626218708681,0.0044845715674991,0.5641657333568801,Stable,Maintenance Mode
Delhi,2025,5,5581,74161,79742,13.288120408528938,13.288120408528938,Coverage Expansion Phase,3687,1514,380,0.9319118437555992,0.0680881562444006,0.2947816646816404,0.9319118437555992,-5.885328836424952,3115.3655216255656,0.6201811478767466,3959.6666666666665,0.0078857953675035,13.228228245962724,-0.4256806333526449,9946,64215,0.1341136176696646,0.8658863823303353,0.396317969271877,88862.79983255401,-0.5887210372785856,147201.33333333334,63346.28270335469,0.7317727646606706,0.3473630414430966,54269,-0.6612899272345406,False,0.3939649855509196,0.5889511999272316,0.0591729388511386,1.2541591532274503,Routine Monitoring,Update Infra Gap
Delhi,2025,6,8161,85145,93306,10.4331577012621,10.4331577012621,Coverage Expansion Phase,5327,2371,463,0.9432667565249356,0.0567332434750643,0.2456215717508667,0.9432667565249356,46.22827450277729,1399.7358084057632,0.9712348095216422,6557.333333333333,-0.0113549127693363,13.228228245962724,-0.3480822920526513,10393,74752,0.1220623642022432,0.8779376357977567,0.4550167000668003,61696.46941883768,0.1481101926888797,113208.0,60315.12923733702,0.7558752715955135,0.3815542698601122,64359,-0.4449801993016389,False,0.4528925075819092,0.6354294205279217,0.056340881470506,1.2388777944165186,Routine Monitoring,Update Infra Gap
Delhi,2025,7,18784,133773,152557,7.12164608177172,7.12164608177172,Coverage Expansion Phase,12568,5476,740,0.9606047700170358,0.0393952299829642,0.1705581721615392,0.9606047700170358,130.16787158436466,6997.901328255493,2.2431386828091577,10842.0,-0.0173380134921001,13.228228245962724,-0.0285756332813986,21224,112549,0.1586568291060228,0.8413431708939771,0.7148857715430862,27853.66432064128,0.5711198543660814,97693.0,52242.76200393697,0.6826863417879542,0.4189560993034911,91325,0.5126590441361926,False,0.7137744760199061,0.4942950881400058,0.0487987337505615,0.8293193458706613,Routine Monitoring,Transition Risk
Delhi,2025,9,18804,68911,87715,3.6646990002127207,3.6646990002127207,Coverage Expansion Phase,13982,4475,347,0.9815464794724528,0.0184535205275473,0.0798928888722049,0.9815464794724528,0.1064735945485617,6138.973556982742,1.83309817486687,15249.666666666666,-0.0209417094554168,13.228228245962724,-0.0279740957519413,9613,59298,0.1394987737806736,0.8605012262193263,0.3682618570474282,60610.8526492986,-0.4848661538576544,95943.0,53376.1424174384,0.7210024524386528,0.3279464630653252,49685,-0.764679045192273,False,0.3657995184476152,0.5681822007211946,0.0498576700271659,1.2522403523007453,Routine Monitoring,Expansion Phase
Delhi,2025,10,10014,39938,49952,3.988216496904334,3.988216496904334,Coverage Expansion Phase,7792,2058,164,0.9836229279009386,0.0163770720990613,0.0709030886171125,0.9836229279009386,-46.7453733248245,5069.1452270903965,0.8430203450002276,15867.333333333334,-0.002076448428486,13.228228245962724,-0.2923498399484311,3861,36077,0.0966748460113175,0.9033251539886824,0.2134295257181028,63613.10053707415,-0.4204408584986432,80874.0,50992.856907610105,0.8066503079773649,0.3304454670955338,32216,-1.3352491241616795,False,0.210363693993513,0.7333417807792201,0.0476309265138684,1.5706090132995756,Capacity Expansion,Expansion Phase
Delhi,2025,11,14788,83982,98770,5.679064106031918,5.679064106031918,Coverage Expansion Phase,11487,2946,355,0.9759940492291048,0.0240059507708953,0.1039316456904644,0.9759940492291048,47.673257439584575,4400.443765500628,1.206772563834145,14535.333333333334,0.007628878671834,13.228228245962724,-0.1487628316669701,8128,75854,0.0967826438998833,0.9032173561001168,0.4488016032064128,35429.379350701405,1.1028093544994744,64277.0,30626.99859274493,0.8064347122002333,0.40272732859445,67726,-0.4678833505749423,False,0.4466531860121676,0.7329260353085439,0.0286027644626386,1.314875613759015,Routine Monitoring,Expansion Phase
Delhi,2025,12,10406,116313,126719,11.17749375360369,11.17749375360369,Coverage Expansion Phase,8740,1534,132,0.9873150105708244,0.0126849894291754,0.054918542469842,0.9873150105708244,-29.63213416283473,2650.366767072061,0.6283737654180511,11736.0,-0.0113209613417198,13.228228245962724,-0.2805597043710678,10555,105758,0.0907465201654157,0.9092534798345844,0.6215791583166332,30303.058020040084,0.3849753518611132,80077.66666666667,33452.75465887177,0.8185069596691685,0.4691842416171221,95203,0.1688163775567622,False,0.620104179710631,0.756205629523541,0.0312429156171942,1.1673443654301043,Routine Monitoring,Transition Risk
Goa,2025,9,872,5243,6115,6.012614678899083,6.012614678899083,Coverage Expansion Phase,693,105,74,0.9151376146788992,0.0848623853211009,0.3240200166805671,0.9151376146788992,1976.1904761904764,,2.075098814229249,,-0.177042376583661,13.228228245962724,-0.5673126446633697,330,4913,0.0629410642761777,0.9370589357238224,0.8032786885245902,1122.5901639344263,-0.1502431118314424,5706.5,655.4879861599295,0.8741178714476445,0.555518361716726,4583,-0.2125129708152804,False,0.8025119238705077,0.8634432804630395,0.0005998808166307,1.0615312374091626,Routine Monitoring,Maintenance Mode
Goa,2025,10,424,3236,3660,7.632075471698113,7.632075471698113,Coverage Expansion Phase,367,47,10,0.9764150943396226,0.0235849056603773,0.0900514579759862,0.9764150943396226,-51.37614678899083,415.4371191889333,0.9288537549407114,446.0,-0.0612774796607235,13.228228245962724,-0.5807870853232135,259,2977,0.0800370828182941,0.919962917181706,0.4957867320361575,2462.073387467443,-0.3827961090978448,4883.0,1499.7629812740413,0.8399258343634116,0.4309063339466715,2718,-1.6573420101996577,False,0.4938214497335209,0.797508851041069,0.0013887010654245,1.3050761023729724,Routine Monitoring,Transition Risk
Goa,2025,11,643,6527,7170,10.15085536547434,10.150855365474339,Coverage Expansion Phase,537,67,39,0.9393468118195956,0.0606531881804043,0.2315849003251802,0.9393468118195956,51.65094339622642,224.01860041820933,1.3241106719367588,646.3333333333334,0.0370682825200269,13.228228245962724,-0.574200249375656,516,6011,0.0790562279760992,0.9209437720239008,1.0,0.0,1.0169962917181707,5002.0,1474.8593153246854,0.8418875440478014,0.6008857197944729,5495,0.7118320648446799,False,1.0,0.8012917262296152,0.0013654331538036,0.8026571593834189,Routine Monitoring,Maintenance Mode
Goa,2025,12,299,6515,6814,21.789297658862875,21.789297658862875,Coverage Expansion Phase,253,24,22,0.9264214046822744,0.0735785953177257,0.2809364548494983,0.9264214046822744,-53.49922239502333,174.12734803394136,0.4743083003952569,455.3333333333333,0.0129254071373214,13.228228245962724,-0.5845466948823218,503,6012,0.0772064466615502,0.9227935533384496,0.9981614830703232,9.975792860425974,-0.0018385169296767,5426.0,1389.0916816394806,0.8455871066768995,0.6026218057072311,5509,0.7031933261936522,False,0.9981543170455188,0.8084258010570232,0.0012852990191513,0.8115567830306558,Routine Monitoring,Maintenance Mode
Gujarat,2025,3,1322,344948,346270,260.928895612708,260.928895612708,Fully Saturated – Maintenance Phase,686,354,282,0.7866868381240545,0.2133131618759455,1.0,0.7866868381240545,,,0.0453394051515582,,,13.228228245962724,-0.5537780502505801,50696,294252,0.1469670790959797,0.8530329209040203,1.0,0.0,,344948.0,,0.7060658418080407,,243556,1.7140375043583045,False,1.0,0.5393790938164676,,,Stable,Maintenance Mode
Gujarat,2025,4,27846,42980,70826,1.543489190548014,1.5434891905480141,Coverage Complete – Update Gap,17603,6024,4219,0.8484881131939955,0.1515118868060044,0.7102791289274393,0.8484881131939955,2006.354009077156,,0.771538352070585,,-0.0618012750699411,13.228228245962724,0.2439810213157106,4304,38676,0.1001395998138669,0.8998604001861331,0.1245984902072196,169796.37844544684,-0.8754015097927803,193964.0,213523.62050133932,0.7997208003722661,0.346883926186829,34372,-0.953286676547296,False,0.1211864199500353,0.7199792212747417,0.1994861373357099,1.7982789386604163,Capacity Expansion,Update Infra Gap
Gujarat,2025,5,14294,75468,89762,5.279697775290332,5.279697775290332,Lifecycle Transition Phase,9005,3615,1674,0.882887925003498,0.117112074996502,0.5490147629268641,0.882887925003498,-48.66767219708397,13263.056862327529,0.4629998576917604,14487.333333333334,-0.0343998118095024,13.228228245962724,-0.1636208086445658,8671,66797,0.1148963799226162,0.8851036200773837,0.2187808017440309,120671.28386500767,0.7558864588180549,154465.33333333334,165760.67766914243,0.7702072401547676,0.3445542702954237,58126,-0.6663157790043075,False,0.2157358277967716,0.6630665620974655,0.1548604209920339,1.602191155292728,Capacity Expansion,Update Infra Gap
Gujarat,2025,6,12224,42807,55031,3.5018815445026177,3.5018815445026177,Coverage Expansion Phase,6275,5245,704,0.9424083769633508,0.0575916230366492,0.2699862611859938,0.9424083769633508,-14.481600671610462,8485.16831496779,0.6717660452540203,18121.33333333333,-0.0595204519598528,13.228228245962724,-0.2258799429433979,4945,37862,0.1155184899665942,0.8844815100334058,0.1240969653397033,47081.24795138204,-0.4327794561933534,53751.66666666666,146405.70580268835,0.7689630200668115,0.3060423166045414,32917,-0.9548148089431016,False,0.1206829402788495,0.6606672624777138,0.1367767470570608,1.676761069255925,Capacity Expansion,Update Infra Gap
Gujarat,2025,7,60833,63044,123877,1.036345404632354,1.0363454046323541,Coverage Expansion Phase,33294,23945,3594,0.9409202242204068,0.0590797757795933,0.2769626368107176,0.9409202242204068,397.6521596858639,27486.35510576111,3.066813718514302,29117.0,0.0014881527429441,13.228228245962724,1.2361269455261328,6578,56466,0.1043398261531628,0.8956601738468372,0.1827637788884121,49393.48479191066,0.4727497839138459,60439.66666666666,129933.03843826636,0.7913203476936742,0.3349148782287173,49888,-0.7760586511747731,False,0.1795784206591253,0.7037801556009203,0.1213860584261062,1.6455877933679013,Capacity Expansion,Update Infra Gap
Gujarat,2025,9,60564,205570,266134,3.3942606168681064,3.3942606168681064,Coverage Expansion Phase,44182,15179,1203,0.9801367148801268,0.0198632851198731,0.0931179536470651,0.9801367148801268,-0.4421942038038584,27987.08881490416,1.944087092642664,44540.333333333336,-0.0392164906597201,13.228228245962724,1.228036265754932,20233,185337,0.0984238945371406,0.9015761054628594,0.595944896042302,41943.74817653675,2.260738531819047,103807.0,122099.0867818702,0.8031522109257188,0.478344290660594,165104,0.4828927814530271,False,0.5943700022512188,0.7265962033632046,0.1140666663673585,1.2462928674793443,Routine Monitoring,Transition Risk
Gujarat,2025,10,20508,89935,110443,4.385361810025356,4.385361810025356,Coverage Expansion Phase,15328,3841,1339,0.9347084064755218,0.0652915935244782,0.3060832859551781,0.9347084064755218,-66.13829998018626,23204.385799527925,0.4919453536359755,47301.66666666666,0.045428308404605,13.228228245962724,0.0232769017578218,9840,80095,0.1094123533663201,0.8905876466336798,0.2607204564166193,88355.98035742584,-0.5625091209806878,119516.33333333331,61097.15868679984,0.7811752932673598,0.3330424574567591,70255,-0.5385268115469567,False,0.2578389515137974,0.6842168761915653,0.0570715446649147,1.4834494693426827,Routine Monitoring,Update Infra Gap
Gujarat,2025,11,47063,207411,254474,4.407092620529928,4.407092620529928,Coverage Expansion Phase,36898,8111,2054,0.9563563733718632,0.0436436266281367,0.2045988453985701,0.9563563733718632,129.48605422274233,20379.43474028004,1.038835918599687,42711.66666666666,-0.0216479668963414,13.228228245962724,0.8219683564947715,21561,185850,0.1039530208137466,0.8960469791862534,0.6012819323492237,66840.56523688594,1.3062322788680714,167638.66666666666,73265.9089219991,0.7920939583725067,0.4578136016605308,164289,0.4991545834222662,False,0.5997278408330288,0.7052719526113737,0.06844101153719,1.1739851233155347,Routine Monitoring,Maintenance Mode
Gujarat,2025,12,30388,285952,316340,9.410030275108596,9.410030275108596,Coverage Expansion Phase,25438,3956,994,0.9672897196261684,0.0327102803738317,0.1533439384900908,0.9672897196261684,-35.43123047829505,13421.612235495397,0.5066742564394479,32653.0,-0.0109333462543049,13.228228245962724,0.3204364413097353,28354,257598,0.0991565017905102,0.9008434982094896,0.8289713232139337,33253.56170398629,0.378673262266707,194432.66666666663,97490.3434959928,0.8016869964189794,0.5477165849853939,229244,1.192917857982838,False,0.8283047012642808,0.7237707477682468,0.0910743059236543,0.9865403524276204,Routine Monitoring,Transition Risk
Haryana,2025,3,200,135663,135863,678.315,678.315,Fully Saturated – Maintenance Phase,98,79,23,0.885,0.115,1.0,0.885,,,0.0799235611510791,,,13.228228245962724,-0.5875243056531355,14930,120733,0.1100521144306111,0.8899478855693889,1.0,0.0,,135663.0,,0.7798957711387777,,105803,1.522834818634624,False,1.0,0.6817495016600915,,,Stable,Maintenance Mode
Haryana,2025,4,2328,79446,81774,34.126288659793815,34.126288659793815,Coverage Expansion Phase,1785,482,61,0.9737972508591064,0.0262027491408934,0.2278499925295084,0.9737972508591064,1064.0,,0.4876348920863309,,-0.0887972508591065,13.228228245962724,-0.5235207125188772,11610,67836,0.146136998716109,0.8538630012838909,0.585612878972159,44569.199608588926,-0.414387121027841,107554.5,39751.421917964144,0.7077260025677818,0.3879020182986587,56226,-0.4271425175753855,False,0.583997713868144,0.5425804752425761,0.0371278657852558,0.995710627159688,Routine Monitoring,Maintenance Mode
Haryana,2025,5,3696,66242,69938,17.922619047619047,17.922619047619047,Coverage Expansion Phase,3039,601,56,0.9848484848484848,0.0151515151515151,0.1317523056653491,0.9848484848484848,58.762886597938135,1761.714316605656,0.6080260791366906,2074.6666666666665,-0.0110512339893783,13.228228245962724,-0.4823755455039968,9048,57194,0.1365900788019685,0.8634099211980315,0.488283467120733,47990.652747371554,-0.1662009415200261,93783.66666666669,36864.5537655528,0.7268198423960629,0.3667065856508154,48146,-0.8851445587251617,False,0.4862889391899324,0.5794002011761547,0.034430616586359,1.1275418785725813,Routine Monitoring,Expansion Phase
Haryana,2025,6,7641,65313,72954,8.547703180212014,8.547703180212014,Coverage Expansion Phase,6112,1190,339,0.955634079308991,0.044365920691009,0.3857906147044263,0.955634079308991,106.73701298701296,2758.6958875526675,1.2039118705035972,4555.0,0.0292144055394938,13.228228245962724,-0.3637222678185415,7435,57878,0.1138364490989542,0.8861635509010457,0.4814356161960151,36472.53451567487,-0.0140243350140394,70333.66666666667,33296.27003134135,0.7723271018020915,0.3925551724289209,50443,-0.9173684224201134,False,0.4794143972574832,0.6671544106168589,0.0310967094124205,1.2188367227717962,Routine Monitoring,Update Infra Gap
Haryana,2025,7,6752,105049,111801,15.558204976303315,15.558204976303317,Coverage Expansion Phase,5274,1301,177,0.9737855450236966,0.0262144549763033,0.2279517824026375,0.9737855450236966,-11.634602800680538,2069.318809012602,1.3162095323741008,6029.666666666667,-0.0181514657147057,13.228228245962724,-0.3904606110029192,13500,91549,0.128511456558368,0.871488543441632,0.7743378813678011,17797.51997228426,0.608393428567054,78868.0,29984.46491601943,0.742977086883264,0.4706726243621782,78049,0.4609388410703066,False,0.7734583135414441,0.6105571250432659,0.0280024345018247,0.8651012460036465,Routine Monitoring,Maintenance Mode
Haryana,2025,9,22700,77182,99882,3.4000881057268724,3.4000881057268724,Coverage Expansion Phase,20658,1919,123,0.9945814977973568,0.0054185022026431,0.0471174104577667,0.9945814977973568,236.19668246445497,8961.979933772076,1.9414343525179856,12364.333333333334,-0.0207959527736601,13.228228245962724,0.0892054149863435,10272,66910,0.1330880257054753,0.8669119742945246,0.5689244672460435,35570.05389334847,-0.265276204437929,82514.66666666667,27351.808126094093,0.7338239485890493,0.3952311893157255,56638,-0.5056730099385401,False,0.5672442553804531,0.5929066133360316,0.0255426992306917,1.0512050571862703,Routine Monitoring,Transition Risk
Haryana,2025,10,15918,61071,76989,3.836600075386355,3.836600075386355,Coverage Expansion Phase,14852,1015,51,0.9967960799095364,0.0032039200904636,0.0278601746996837,0.9967960799095364,-29.876651982378853,8003.6427539798,1.0268660071942446,15123.333333333334,-0.0022145821121795,13.228228245962724,-0.1147759612526318,6310,54761,0.103322362496111,0.896677637503889,0.4501669578293271,44591.82627540303,-0.2087403798813194,81100.66666666667,16055.790524501335,0.7933552750077778,0.3902389079752884,48451,-1.0645090357613245,False,0.4480238624055463,0.707704220465499,0.0149886410548198,1.2746689991147724,Routine Monitoring,Expansion Phase
Haryana,2025,11,21537,101847,123384,4.728931606073269,4.728931606073269,Coverage Expansion Phase,19815,1545,177,0.9917815851789944,0.0082184148210057,0.0714644767043974,0.9917815851789944,35.29966076140219,3626.781263508092,1.563062050359712,20051.666666666668,0.005014494730542,13.228228245962724,0.0542260076484007,11587,90260,0.1137686922540673,0.8862313077459326,0.7507352778576325,19949.48659546081,0.6676818784693226,80033.33333333333,19360.63999630867,0.7724626154918652,0.4784186200555653,78673,0.3498723054930888,False,0.749763713683853,0.667415729291499,0.0180764171913439,0.93572843279899,Routine Monitoring,Transition Risk
Haryana,2025,12,14312,134030,148342,9.364868641699273,9.364868641699273,Coverage Expansion Phase,13479,764,69,0.9951788708775852,0.0048211291224147,0.0419228619340413,0.9951788708775852,-33.546919255235174,3793.701402763976,0.772931654676259,17255.666666666668,-0.0033972856985909,13.228228245962724,-0.1630794248680542,13581,120449,0.1013280608818921,0.8986719391181078,0.9879628196339458,1191.4722117796844,0.315993598240498,98982.66666666669,27974.05166697643,0.7973438782362158,0.5764785474657644,106868,1.4661915792225075,False,0.9879159020713784,0.7153956685476887,0.0261240717782262,0.7536038382545365,Stable,Transition Risk
Himachal Pradesh,2025,7,114,827,941,7.254385964912281,7.254385964912281,Coverage Complete – Update Gap,57,24,33,0.7105263157894737,0.2894736842105263,1.0,0.7105263157894737,,,0.1851851851851852,,,13.228228245962724,-0.590110917029802,83,744,0.1003627569528416,0.8996372430471584,0.0288666271074034,1252.7620510314496,-0.6486830926083262,1290.0,10174.960206310392,0.7992744860943168,0.2512313573616738,661,-1.0127638183516408,False,0.0250814208216725,0.7191185683342055,0.0094940829291431,1.703531230441676,Capacity Expansion,Update Infra Gap
Himachal Pradesh,2025,9,4740,28649,33389,6.04409282700422,6.04409282700422,Coverage Expansion Phase,4463,253,24,0.9949367088607596,0.0050632911392405,0.0174913693901035,0.9949367088607596,4057.8947368421054,,1.9521604938271608,,-0.2844103930712858,13.228228245962724,-0.450975286466325,2496,26153,0.087123459806625,0.9128765401933748,1.0,0.0,33.64207980652962,10610.0,13016.018537427895,0.82575308038675,0.5941090877191599,23657,1.3320073353622104,False,1.0,0.7701787319116632,0.0121485312458164,0.7823272631574797,Stable,Transition Risk
Himachal Pradesh,2025,10,3969,12206,16175,3.075333837238599,3.075333837238599,Coverage Expansion Phase,3795,132,42,0.9894179894179894,0.0105820105820105,0.0365560365560365,0.9894179894179894,-16.265822784810126,2478.4182455751893,1.0185185185185186,2941.0,0.00551871944277,13.228228245962724,-0.4741645582269045,1634,10572,0.1338685892184171,0.8661314107815828,0.4260532653844811,7974.41593074802,-0.5739467346155189,13894.0,11171.296087145243,0.7322628215631657,0.3413791206569309,8938,-0.053769103445814,False,0.4238161815315492,0.5898962042324946,0.0104249762067489,1.1765049989076943,Routine Monitoring,Expansion Phase
Himachal Pradesh,2025,11,5123,19399,24522,3.7866484481748977,3.7866484481748977,Coverage Expansion Phase,4909,154,60,0.9882881124341206,0.0117118875658793,0.040459247954856,0.9882881124341206,29.075333837238592,587.7706468796594,1.1882716049382716,4610.666666666667,0.0011298769838687,13.228228245962724,-0.4394558427772175,2958,16441,0.1524820867055002,0.8475179132944998,0.6771266012775315,6484.804588874538,0.5893003440930691,20084.666666666668,11553.858587790775,0.6950358265889994,0.4015866121746269,13483,0.5524396129895153,False,0.6758681310689553,0.5181092947053026,0.0107824107496228,0.8530235743859702,Routine Monitoring,Transition Risk
Himachal Pradesh,2025,12,2926,26066,28992,8.908407382091593,8.908407382091593,Coverage Expansion Phase,2822,85,19,0.9935064935064936,0.0064935064935064,0.0224321133412042,0.9935064935064936,-42.88502830372828,1098.967242459938,0.6558641975308642,4006.0,-0.0052183810723728,13.228228245962724,-0.5055347403881035,3843,22223,0.1474334381953502,0.8525665618046497,0.909839784983769,1733.2099200670184,0.3436775091499562,19223.666666666668,11803.92255848312,0.7051331236092995,0.486028298733981,18380,1.1143183162391108,False,0.9094883656812012,0.537580480820875,0.011016049699867,0.6391081648395407,Stable,Transition Risk
Jammu And Kashmir,2025,4,211,28073,28284,133.04739336492892,133.04739336492892,Lifecycle Transition Phase,142,59,10,0.95260663507109,0.0473933649289099,0.5773373545885394,0.95260663507109,,,0.053071189925469,,,13.228228245962724,-0.587193460011934,4747,23326,0.1690948598297296,0.8309051401702704,0.4172190351633326,27786.70501292988,-0.5827809648366673,47679.5,27727.77821066809,0.6618102803405407,0.2982933654254353,18579,-0.2224793236918567,False,0.4149475179517128,0.4540386039556242,0.0258939743689689,1.0649850603728803,Routine Monitoring,Update Infra Gap
Jammu And Kashmir,2025,5,268,11791,12059,43.99626865671642,43.99626865671642,Coverage Complete – Update Gap,191,55,22,0.917910447761194,0.0820895522388059,1.0,0.917910447761194,27.014218009478675,,0.0494731431508609,,0.034696187309896,13.228228245962724,-0.5854790780529806,2309,9482,0.1958273259265541,0.8041726740734458,0.1752370478256992,29457.78344182544,-0.5799878887186977,35716.666666666664,28526.18071760279,0.6083453481468917,0.1832004846376336,7173,-1.0028344181233113,False,0.1720223525037691,0.3509391662243118,0.0266399351848199,1.205556748905363,Routine Monitoring,Update Infra Gap
Jammu And Kashmir,2025,7,950,18978,19928,19.97684210526316,19.97684210526316,Lifecycle Transition Phase,569,344,37,0.9610526315789474,0.0389473684210526,0.4744497607655502,0.9610526315789474,254.4776119402985,411.1962224210399,0.309432022616294,476.3333333333333,-0.0431421838177533,13.228228245962724,-0.5649666482984862,2799,16179,0.1474865633891874,0.8525134366108125,0.2820497577504979,9242.652101972672,1.4169638308711154,12873.666666666666,23907.20139414064,0.705026873221625,0.2796504420887044,13380,-0.6583796789218088,False,0.2792513884990014,0.5373755922185984,0.0223243455485134,1.2804485492681106,Routine Monitoring,Update Infra Gap
Jammu And Kashmir,2025,9,11823,32380,44203,2.738729594857481,2.7387295948574812,Coverage Expansion Phase,9626,2173,24,0.997970058360822,0.0020299416391778,0.0247283799681668,0.997970058360822,1144.5263157894735,6483.379751333405,1.954638910305834,4347.0,-0.0369174267818747,13.228228245962724,-0.237940770409017,3757,28623,0.1160284126003706,0.8839715873996294,0.4812293790684541,10238.802821785612,0.7061861102329012,19736.666666666668,21504.424323070514,0.7679431747992588,0.3859957948235604,24866,-0.0160557030238629,False,0.4792073562752783,0.6587006374518597,0.0200793907435431,1.1995726719201243,Routine Monitoring,Expansion Phase
Jammu And Kashmir,2025,10,10199,25152,35351,2.4661241298166487,2.4661241298166487,Coverage Expansion Phase,8286,1818,95,0.9906853613099325,0.0093146386900676,0.1134692349517332,0.9906853613099325,-13.735938425103612,5865.201133237746,1.6353122590593676,7657.333333333333,0.0072846970508897,13.228228245962724,-0.286785617800951,2988,22164,0.1187977099236641,0.8812022900763359,0.3738073299051809,15970.0003963182,-0.2232242124768375,25503.33333333333,9570.897443117168,0.7624045801526718,0.3427721855597186,19176,-0.3624754685655995,False,0.3713666060076369,0.6480202536852341,0.0089296969862848,1.285583344663882,Routine Monitoring,Expansion Phase
Jammu And Kashmir,2025,11,12623,40034,52657,3.171512318783173,3.1715123187831735,Coverage Expansion Phase,10078,2251,294,0.9767091816525392,0.0232908183474609,0.2837245144145247,0.9767091816525392,23.767035983919985,1235.1215864575197,2.024800822410691,11548.333333333334,0.0139761796573933,13.228228245962724,-0.2138792692307244,5523,34511,0.1379577359244642,0.8620422640755357,0.5949826115388045,13171.975507535,0.5916825699745547,32522.0,12276.032753567692,0.7240845281510716,0.3929955526528388,28988,0.3507811654676216,False,0.5934039670318537,0.5741255407752844,0.0114571501513785,0.9921787238948092,Routine Monitoring,Maintenance Mode
Jammu And Kashmir,2025,12,11418,62889,74307,5.5078822911192855,5.5078822911192855,Coverage Expansion Phase,10296,1082,40,0.9964967595025398,0.0035032404974601,0.0426758387872418,0.9964967595025398,-9.546066703636225,1212.0067381550898,0.9732716525314828,11413.333333333334,-0.0197875778500008,13.228228245962724,-0.2501219053805276,9056,53833,0.1439997455834883,0.8560002544165116,0.9346520821567637,2789.811525924165,0.5708897437178397,42691.66666666666,19051.027084298283,0.7120005088330232,0.5010025870531893,44777,1.446163531468782,False,0.934397374249195,0.5508232462411281,0.0177871406692448,0.634213012661178,Stable,Transition Risk
